Start time:, 1647326490246660860
End time:, 1647326490272696927
Total time:, 26036067

Reaction Executions
Reactor, Reaction, Occurrences, Total Time, Pct Total Time, Avg Time, Max Time, Min Time
smokers, 0, 60, 50668, 0.194607, 844, 4563, 202
smokers, 0, 108, 130415, 0.500901, 1207, 4486, 461
smokers, 0, 132, 139059, 0.534101, 1053, 3571, 202
smokers, 0, 192, 168707, 0.647974, 878, 3985, 170
smokers, 0, 144, 147752, 0.567490, 1026, 4566, 257
smokers, 0, 132, 147326, 0.565854, 1116, 3820, 287
smokers, 0, 180, 195356, 0.750328, 1085, 4225, 256
smokers, 0, 228, 230419, 0.884999, 1010, 4143, 288

Schedule calls
Trigger, Occurrences
arbiter.chooseSmoker, 12000
arbiter.stop, 12
runner.nextIteration, 13
runner.done, 1
